time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
35,0,3.577037E-07,2.099676,0.804,0.1961946,0,3.577037E-07,2.099676,0.804,0.1961946,9.809732
79,0,3.577037E-07,2.091828,0.804,0.3924131,0,3.577037E-07,2.091828,0.804,0.3924131,9.810925
742,0,3.577037E-07,1.1176,0.804,2.922683,0,3.577037E-07,1.1176,0.804,2.922683,126.5135
758,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,-146.1342
777,0,3.577037E-07,1.1176,0.804,1.322278E-05,0,3.577037E-07,1.1176,0.804,1.322278E-05,0.0006611389
781,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,-0.0006611389
786,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
792,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
798,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
803,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
808,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
813,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
819,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
823,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
827,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
833,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
838,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
842,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
847,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
852,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
856,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
861,0,3.577037E-07,1.1176,0.804,0,0,3.577037E-07,1.1176,0.804,0,0
