time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
3934,0,0.1394874,1.795381,0.5650937,0.4864778,0,0.06146915,1.652758,0.8001904,0.09306493,-1.992287
3948,0,0.1409609,1.794097,0.5692608,0.3299542,0,0.0602663,1.65233,0.7999091,0.09370118,-7.826182
3962,0,0.1400438,1.792262,0.5715277,0.221597,0,0.05888472,1.652282,0.7996572,0.101858,-5.417861
3976,0,0.1362215,1.79093,0.5713418,0.2896897,0,0.05763514,1.652601,0.7994343,0.09357712,3.404638
3990,0,0.1321099,1.790553,0.5708365,0.2959652,0,0.05645052,1.653131,0.7992927,0.09288374,0.3137723
4005,0,0.126583,1.790917,0.5692818,0.4093349,0,0.05519402,1.653992,0.799255,0.1084228,5.668489
4018,0,0.1195491,1.791392,0.5665544,0.5425305,0,0.05398709,1.655131,0.7993209,0.1191739,6.659781
4033,0,0.1122818,1.791825,0.5638272,0.5521489,0,0.0529321,1.656127,0.7994008,0.1032352,0.4809171
4046,0,0.1049116,1.792605,0.5612457,0.580056,0,0.05199313,1.656824,0.7993626,0.08645597,1.395357
4060,0,0.0955872,1.794133,0.5575402,0.7226455,0,0.05117499,1.657346,0.7992519,0.06956615,7.129473
4074,0,0.08635087,1.795557,0.5538783,0.7207724,0,0.05044698,1.657782,0.7991316,0.06152205,-0.09365082
4087,0,0.07587167,1.797391,0.5494276,0.8338175,0,0.04982816,1.658191,0.7990665,0.05385448,5.652252
4102,0,0.06546545,1.799142,0.5450675,0.8195919,0,0.04931676,1.658717,0.7991071,0.0527201,-0.7112801
4116,0,0.05543661,1.800251,0.5408765,0.7681698,0,0.04885222,1.65917,0.7992038,0.04611676,-2.571103
4129,0,0.04712266,1.800766,0.5376803,0.6435362,0,0.04868687,1.659317,0.7993026,0.017493,-6.231681
4144,0,0.04120472,1.800434,0.5357335,0.4561046,0,0.04870263,1.659215,0.7994038,0.01056098,-9.371582
4157,0,0.03675651,1.799928,0.5345614,0.3281113,0,0.04857554,1.659009,0.7995052,0.01861921,-6.399663
4172,0,0.03345978,1.799511,0.5340732,0.2397204,0,0.04830315,1.658855,0.7995754,0.02288792,-4.419548
4185,0,0.03146408,1.799843,0.5346458,0.1520101,0,0.04768277,1.658591,0.7996588,0.04911999,-4.385513
4200,0,0.03108986,1.800799,0.5365797,0.1554359,0,0.04676918,1.65801,0.7997082,0.07693006,0.1712881
4213,0,0.03265437,1.801916,0.5397927,0.2720864,0,0.04572838,1.657235,0.7997156,0.09428082,5.832529
4227,0,0.03564977,1.803113,0.543949,0.3833261,0,0.04441629,1.656282,0.7997729,0.1182349,5.561985
4241,0,0.03931726,1.803629,0.5486097,0.4209663,0,0.0428631,1.655341,0.7998925,0.1286887,1.882006
4255,0,0.04286238,1.802861,0.5530369,0.4129046,0,0.04149883,1.654709,0.8000161,0.1088612,-0.4030809
4268,0,0.04818248,1.800393,0.5584964,0.5755727,0,0.04013318,1.654373,0.8001342,0.1013686,8.133401
4283,0,0.05255314,1.79749,0.563297,0.4919225,0,0.03881387,1.65427,0.8002272,0.09176191,-4.182507
4297,0,0.05536969,1.794719,0.5672663,0.4169288,0,0.03749718,1.65435,0.8003366,0.09853525,-3.749688
4311,0,0.05590983,1.792081,0.5700784,0.2766731,0,0.03598065,1.65484,0.8005037,0.1138913,-7.012783
4325,0,0.05381886,1.790517,0.5713224,0.2018444,0,0.03471199,1.655566,0.8006877,0.1028151,-3.741435
4339,0,0.05005957,1.789832,0.5715336,0.2854305,0,0.0330983,1.656458,0.8009562,0.1389665,4.179306
4353,0,0.04121743,1.790396,0.5686552,0.6696268,0,0.03180465,1.657721,0.8012226,0.1313348,19.20982
4366,0,0.03193999,1.79122,0.5656314,0.6909741,0,0.03071588,1.65898,0.8014599,0.1186595,1.067364
4380,0,0.02265724,1.791609,0.5625779,0.701726,0,0.02981137,1.660272,0.8017823,0.1155111,0.5375922
4395,0,0.01194813,1.792201,0.5589691,0.828371,0,0.02910699,1.661577,0.8021871,0.1125178,6.332252
4408,0,-2.135422E-05,1.792933,0.555012,0.9108055,0,0.02853716,1.662685,0.8025604,0.09381683,4.121724
4422,0,-0.01109824,1.793343,0.5515423,0.8201585,0,0.02807938,1.663584,0.8029025,0.07517455,-4.532346
4436,0,-0.02301404,1.793725,0.5478823,0.9089165,0,0.02792932,1.664279,0.803198,0.05614885,4.4379
4450,0,-0.03442428,1.794095,0.5448304,0.8388092,0,0.02770508,1.664722,0.8034562,0.03971059,-3.505367
4464,0,-0.04430708,1.794562,0.5428412,0.7159027,0,0.02809528,1.664143,0.8033973,0.04967142,-6.145326
4478,0,-0.05228657,1.795147,0.5419771,0.5828677,0,0.02833039,1.663535,0.8033445,0.04736653,-6.651751
4492,0,-0.05825792,1.795987,0.5422684,0.4256898,0,0.02831331,1.663235,0.8033912,0.02148598,-7.858893
4506,0,-0.06187317,1.796961,0.5437427,0.2889059,0,0.02803963,1.663023,0.803576,0.02815178,-6.839197
4520,0,-0.06300267,1.79788,0.5462834,0.2094468,0,0.02725765,1.662382,0.8040354,0.07946276,-3.972955
4534,0,-0.06204002,1.798746,0.549655,0.2606246,0,0.02640177,1.661331,0.8044291,0.1018385,2.558893
